ArX_C_NMR,ArX_C_isotropic,ArX_C_Mulliken,ArX_C_area,ArX_R_isotropic,ArX_R_Mulliken,ArX_R_area,ArX_bond_order,ArX_bond_length,ArX_E_HOMO,ArX_E_LUMO,ArX_electroneg,ArX_hardness,ArX_dipole,ArB(OR)2_C_NMR,ArB(OR)2_C_isotropic,ArB(OR)2_C_Mulliken,ArB(OR)2_C_area,ArB(OR)2_B_isotropic,ArB(OR)2_B_Mulliken,ArB(OR)2_B_area,ArB(OR)2_bond_order,ArB(OR)2_bond_length,ArB(OR)2_HOMO,ArB(OR)2_LUMO,ArB(OR)2_electroneg,Ar-B(OR)2_hardness,Ar-B(OR)2_dipole,catalyst_Pd_charge,catalyst_Pd_expoarea,catalyst_P_charge,catalyst_P_expoarea,catalyst_HOMO,catalyst_LUMO,catalyst_dipole,catalyst_area,catalyst_PSA,catalyst_volume,catalyst_ovality,catalyst_weight,catalyst_H,tres(s),T,loading,catalyst,Scheme
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,60,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,60,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,60,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,60,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,60,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,90,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,90,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,90,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,90,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,90,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,120,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,120,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,120,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,120,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,120,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,150,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,150,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,150,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,150,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,150,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,180,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,180,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,180,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,180,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,180,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,210,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,210,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,210,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,210,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,210,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,240,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,240,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,240,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,240,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,240,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,270,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,270,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,270,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,270,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,270,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,300,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,300,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,300,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,300,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,300,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,330,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,330,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,330,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,330,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,330,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,360,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,360,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,360,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,360,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,360,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,390,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,390,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,390,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,390,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,390,110,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,420,30,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,420,50,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,420,70,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,420,90,2.5,P1_L1,1e-2a
131.37,58.252,-0.097,7.639,747.477,-0.01,27.787,1.01,1.754,-0.2386,-0.0625,0.1505,0.088,2.4,99.5,90.125,-0.054,5.616,83.38,0.428,11.951,1.03,1.538,-0.2441,-0.008,0.1261,0.118,5.07,-0.1627,6.381,0.7376,4.045,-0.2096,-0.0477,5.883,821.71,60.841,827.67,1.93,846.466,-2935.92,420,110,2.5,P1_L1,1e-2a
